exx,exy,exz,eyz,eyy,ezz,is_direct
-0.0499309495276314,0.0194800657255499,-0.0125486764035046,0.0714836884864834,0.0001409190627066,0.0362423604161212,False
0.0576036523651682,0.0706711600760197,-0.0101400806444844,-0.0639182913373759,0.0324937353168135,-0.0784620428701209,False
-0.0201744290397161,-0.0598478783949944,0.0178779077663625,0.0777131790152559,-0.0876127280360709,-0.0796513117843608,False
-0.0235226428060242,-0.0261201818198381,0.0454594217021479,-0.0352860198433812,-0.0007048077869091,0.0383533769636373,False
-0.0509246428305306,-0.006037363154774,-0.0426810941027714,-0.016254266186148,-0.0193721723329904,-0.0375591609024598,False
-0.0175648713506974,0.0685166349424166,0.0065226131914607,-0.0003017169882142,0.0286173374234166,0.0185447813911092,False
0.0299518972492627,-0.0082662202510772,0.0737827842648197,-0.0712495840858158,0.0407467159980237,0.0159142717600225,True
0.0560052920559502,-0.0163333695344648,-0.0784145810215643,0.045885166635352,-0.0316094712738879,0.0858779275861049,False
0.0759182059883151,0.0324852133848983,0.0325651520582549,-0.0614750700988862,0.0261059224547064,-0.0893200542415571,False
0.0623826847287604,-0.0289644468622286,-0.0547767160516011,0.0265054278710698,-0.0543105616667319,-0.0540728112779882,False
0.0962777720259374,0.0566409467738485,-0.0152055619556554,0.0093309944261175,-0.093486348034551,0.067353137262555,False
-0.0215627637546725,-0.0435803665150722,-0.0035938310185402,-0.0718893970675125,0.0961991322054569,0.0958460160689246,False
0.0226480481989014,-0.0001316249724296,-0.042561453758797,0.0026382911455601,0.0809211500502548,-0.0417875382451509,False
0.0065812862643935,0.0017912382171913,0.0674666730633211,-0.0804218083338162,0.0581573377953714,0.0542889825630443,True
0.0822937274281475,-0.0761986049017508,0.0774025085384499,0.0217578630145312,-0.0167187027166618,-0.0250972838834374,False
0.0534034672955727,0.0018355654785634,-0.0241529945515609,-0.0031124564818055,0.0063344492759161,0.0811034460114558,False
0.0020309787199681,-0.0620577008834849,-0.0586718895444143,-0.0736287275111146,0.0820628140357033,0.0049946486211722,False
-0.0976356750110319,0.0403328173123199,0.0574367823605565,-0.026274015359225,-0.0581715092063097,0.043215329196337,False
-0.0961609534424845,0.0167374044151411,0.0555053795635821,-0.0202794234381207,-0.0704315287424476,-0.0970370024769103,False
-0.0679219209065518,-0.02632178928377,-0.0176359143574843,-0.053256569896432,0.0902306242627639,-0.0896387335832326,False
0.0828029603315624,0.0013149212458635,0.0129319174465772,-0.0837049531572176,0.0090018776880218,0.0375741777461718,False
-0.0332144449884231,-0.0040141533168358,0.060860899063561,0.0352677382676866,0.0081295497046921,-0.0047777999511628,False
-0.0597846008082128,0.0769064311227915,-0.0215129188321783,-0.0097104023278443,0.0434319438863424,0.0917257362343939,False
-0.0370411268840193,-0.0086696236417884,0.0754181123179885,0.0423398849442337,-0.0039331104352874,0.00123665258803,False
0.0993521495874135,-0.0534526045315003,0.0416275848917963,0.0683059241708618,-0.0054511973881523,0.0068762938828433,False
